Step,Reward,F1
20602,561.4,0.0239
20608,561.4,0.0239
20614,561.4,0.0239
20620,561.4,0.0239
20626,561.4,0.0239
20632,561.4,0.0239
20638,561.4,0.0239
20644,561.4,0.0239
20650,561.4,0.0239
20656,561.4,0.0239
20662,561.4,0.0239
20668,561.4,0.0239
20674,561.4,0.0239
20680,561.4,0.0239
20686,561.4,0.0239
20692,561.4,0.0239
20698,561.4,0.0239
20704,561.4,0.0239
20710,561.4,0.0239
20716,561.4,0.0239
20722,561.4,0.0239
20728,561.4,0.0239
20734,561.4,0.0239
20740,561.4,0.0239
20746,561.4,0.0239
20752,561.4,0.0239
20758,561.4,0.0239
20764,561.4,0.0239
20770,561.4,0.0239
20776,561.4,0.0239
20782,561.4,0.0239
20788,561.4,0.0239
20794,561.4,0.0239
20800,561.4,0.0239
20806,561.4,0.0239
20812,561.4,0.0239
20818,561.4,0.0239
20824,561.4,0.0239
20830,561.4,0.0239
20836,561.4,0.0239
20842,561.4,0.0239
20848,561.4,0.0239
20854,561.4,0.0239
20860,561.4,0.0239
20866,561.4,0.0239
20872,561.4,0.0239
20878,561.4,0.0239
20884,561.4,0.0239
20890,561.4,0.0239
20896,561.4,0.0239
20902,561.4,0.0239
20908,561.4,0.0239
20914,561.4,0.0239
20920,561.4,0.0239
20926,561.4,0.0239
20932,561.4,0.0239
20938,561.4,0.0239
20944,561.4,0.0239
20950,561.4,0.0239
20956,561.4,0.0239
20962,561.4,0.0239
20968,561.4,0.0239
20974,561.4,0.0239
20980,561.4,0.0239
20986,561.4,0.0239
20992,561.4,0.0239
20998,561.4,0.0239
29994,531.6,0.0239
30000,531.6,0.0239
30006,531.6,0.0239
30012,531.6,0.0239
30018,531.6,0.0239
30024,531.6,0.0239
30030,531.6,0.0239
30036,531.6,0.0239
30042,531.6,0.0239
30048,531.6,0.0239
30054,531.6,0.0239
30060,531.6,0.0239
30066,531.6,0.0239
30072,531.6,0.0239
30078,531.6,0.0239
30084,531.6,0.0239
30090,531.6,0.0239
30096,531.6,0.0239
30102,531.6,0.0239
30108,531.6,0.0239
30114,531.6,0.0239
30120,531.6,0.0239
30126,531.6,0.0239
30132,531.6,0.0239
30138,531.6,0.0239
30144,531.6,0.0239
30150,531.6,0.0239
30156,531.6,0.0239
30162,531.6,0.0239
30168,531.6,0.0239
30174,531.6,0.0239
30180,531.6,0.0239
30186,531.6,0.0239
30192,531.6,0.0239
30198,531.6,0.0239
30204,531.6,0.0239
30210,531.6,0.0239
30216,531.6,0.0239
30222,531.6,0.0239
30228,531.6,0.0239
30234,531.6,0.0239
30240,531.6,0.0239
30246,531.6,0.0239
30252,531.6,0.0239
30258,531.6,0.0239
30264,531.6,0.0239
30270,531.6,0.0239
30276,531.6,0.0239
30282,531.6,0.0239
30288,531.6,0.0239
30294,531.6,0.0239
30300,531.6,0.0239
30306,531.6,0.0239
30312,531.6,0.0239
30318,531.6,0.0239
30324,531.6,0.0239
30330,531.6,0.0239
30336,531.6,0.0239
30342,531.6,0.0239
30348,531.6,0.0239
30354,531.6,0.0239
30360,531.6,0.0239
30366,531.6,0.0239
30372,531.6,0.0239
30378,531.6,0.0239
30384,531.6,0.0239
30390,531.6,0.0239
30396,531.6,0.0239
30402,531.6,0.0239
30408,531.6,0.0239
30414,531.6,0.0239
30420,531.6,0.0239
30426,531.6,0.0239
30432,531.6,0.0239
30438,531.6,0.0239
30444,531.6,0.0239
30450,531.6,0.0239
30456,531.6,0.0239
30462,531.6,0.0239
30468,531.6,0.0239
30474,531.6,0.0239
30480,531.6,0.0239
30486,531.6,0.0239
30492,531.6,0.0239
30498,531.6,0.0239
30504,531.6,0.0239
30510,531.6,0.0239
30516,531.6,0.0239
30522,531.6,0.0239
30528,531.6,0.0239
30534,531.6,0.0239
30540,531.6,0.0239
30546,531.6,0.0239
30552,531.6,0.0239
30558,531.6,0.0239
30564,531.6,0.0239
30570,531.6,0.0239
30576,531.6,0.0239
30582,531.6,0.0239
30588,531.6,0.0239
30594,531.6,0.0239
30600,531.6,0.0239
30606,531.6,0.0239
30612,531.6,0.0239
30618,531.6,0.0239
30624,531.6,0.0239
30630,531.6,0.0239
30636,531.6,0.0239
30642,531.6,0.0239
30648,531.6,0.0239
30654,531.6,0.0239
30660,531.6,0.0239
30666,531.6,0.0239
30672,531.6,0.0239
30678,531.6,0.0239
30684,531.6,0.0239
30690,531.6,0.0239
30696,531.6,0.0239
30702,531.6,0.0239
30708,531.6,0.0239
30714,531.6,0.0239
30720,531.6,0.0239
30726,531.6,0.0239
30732,531.6,0.0239
30738,531.6,0.0239
30744,531.6,0.0239
30750,531.6,0.0239
30756,531.6,0.0239
30762,531.6,0.0239
30768,531.6,0.0239
30774,531.6,0.0239
30780,531.6,0.0239
30786,531.6,0.0239
30792,531.6,0.0239
30798,531.6,0.0239
30804,531.6,0.0239
30810,531.6,0.0239
30816,531.6,0.0239
30822,531.6,0.0239
30828,531.6,0.0239
30834,531.6,0.0239
30840,531.6,0.0239
30846,531.6,0.0239
30852,531.6,0.0239
30858,531.6,0.0239
30864,531.6,0.0239
30870,531.6,0.0239
30876,531.6,0.0239
30882,531.6,0.0239
30888,531.6,0.0239
30894,531.6,0.0239
30900,531.6,0.0239
30906,531.6,0.0239
30912,531.6,0.0239
30918,531.6,0.0239
30924,531.6,0.0239
30930,531.6,0.0239
30936,531.6,0.0239
30943,531.6,0.0239
30950,531.6,0.0239
30957,531.6,0.0239
30964,531.6,0.0239
30971,531.6,0.0239
30978,531.6,0.0239
30985,531.6,0.0239
30992,531.6,0.0239
30999,531.6,0.0239
39995,563.6,0.0544
40001,563.6,0.0544
40007,563.6,0.0544
40013,563.6,0.0544
40019,563.6,0.0544
40025,563.6,0.0544
40031,563.6,0.0544
40037,563.6,0.0544
40043,563.6,0.0544
40049,563.6,0.0544
40055,563.6,0.0544
40061,563.6,0.0544
40067,563.6,0.0544
40073,563.6,0.0544
40079,563.6,0.0544
40085,563.6,0.0544
40091,563.6,0.0544
40097,563.6,0.0544
40103,563.6,0.0544
40109,563.6,0.0544
40115,563.6,0.0544
40121,563.6,0.0544
40127,563.6,0.0544
40133,563.6,0.0544
40139,563.6,0.0544
40145,563.6,0.0544
40151,563.6,0.0544
40157,563.6,0.0544
40163,563.6,0.0544
40169,563.6,0.0544
40175,563.6,0.0544
40181,563.6,0.0544
40187,563.6,0.0544
40193,563.6,0.0544
40199,563.6,0.0544
40205,563.6,0.0544
40211,563.6,0.0544
40217,563.6,0.0544
40223,563.6,0.0544
40229,563.6,0.0544
40235,563.6,0.0544
40241,563.6,0.0544
40247,563.6,0.0544
40253,563.6,0.0544
40259,563.6,0.0544
40265,563.6,0.0544
40271,563.6,0.0544
40277,563.6,0.0544
40283,563.6,0.0544
40289,563.6,0.0544
40295,563.6,0.0544
40301,563.6,0.0544
40307,563.6,0.0544
40313,563.6,0.0544
40319,563.6,0.0544
40325,563.6,0.0544
40331,563.6,0.0544
40337,563.6,0.0544
40343,563.6,0.0544
40349,563.6,0.0544
40355,563.6,0.0544
40361,563.6,0.0544
40367,563.6,0.0544
40373,563.6,0.0544
40379,563.6,0.0544
40385,563.6,0.0544
40391,563.6,0.0544
40397,563.6,0.0544
40403,563.6,0.0544
40409,563.6,0.0544
40415,563.6,0.0544
40421,563.6,0.0544
40427,563.6,0.0544
40433,563.6,0.0544
40439,563.6,0.0544
40445,563.6,0.0544
40451,563.6,0.0544
40457,563.6,0.0544
40463,563.6,0.0544
40469,563.6,0.0544
40475,563.6,0.0544
40481,563.6,0.0544
40487,563.6,0.0544
40493,563.6,0.0544
40499,563.6,0.0544
40505,563.6,0.0544
40511,563.6,0.0544
40517,563.6,0.0544
40523,563.6,0.0544
40529,563.6,0.0544
40535,563.6,0.0544
40541,563.6,0.0544
40547,563.6,0.0544
40553,563.6,0.0544
40559,563.6,0.0544
40565,563.6,0.0544
40571,563.6,0.0544
40577,563.6,0.0544
40583,563.6,0.0544
40589,563.6,0.0544
40595,563.6,0.0544
40601,563.6,0.0544
40607,563.6,0.0544
40613,563.6,0.0544
40619,563.6,0.0544
40625,563.6,0.0544
40631,563.6,0.0544
40637,563.6,0.0544
40643,563.6,0.0544
40649,563.6,0.0544
40655,563.6,0.0544
40661,563.6,0.0544
40667,563.6,0.0544
40673,563.6,0.0544
40679,563.6,0.0544
40685,563.6,0.0544
40691,563.6,0.0544
40697,563.6,0.0544
40703,563.6,0.0544
40709,563.6,0.0544
40715,563.6,0.0544
40721,563.6,0.0544
40727,563.6,0.0544
40733,563.6,0.0544
40739,563.6,0.0544
40745,563.6,0.0544
40751,563.6,0.0544
40757,563.6,0.0544
40763,563.6,0.0544
40769,563.6,0.0544
40775,563.6,0.0544
40781,563.6,0.0544
40787,563.6,0.0544
40793,563.6,0.0544
40799,563.6,0.0544
40805,563.6,0.0544
40811,563.6,0.0544
40817,563.6,0.0544
40823,563.6,0.0544
40829,563.6,0.0544
40835,563.6,0.0544
40841,563.6,0.0544
40847,563.6,0.0544
40853,563.6,0.0544
40859,563.6,0.0544
40865,563.6,0.0544
40871,563.6,0.0544
40877,563.6,0.0544
40883,563.6,0.0544
40889,563.6,0.0544
40895,563.6,0.0544
40901,563.6,0.0544
40907,563.6,0.0544
40913,563.6,0.0544
40919,563.6,0.0544
40925,563.6,0.0544
40931,563.6,0.0544
40937,563.6,0.0544
40943,563.6,0.0544
40949,563.6,0.0544
40955,563.6,0.0544
40961,563.6,0.0544
40967,563.6,0.0544
40973,563.6,0.0544
40979,563.6,0.0544
40985,563.6,0.0544
40991,563.6,0.0544
40997,563.6,0.0544
49994,574.2,0.1541
50000,574.2,0.1541
50006,574.2,0.1541
50012,574.2,0.1541
50018,574.2,0.1541
50024,574.2,0.1541
50030,574.2,0.1541
50036,574.2,0.1541
50042,574.2,0.1541
50048,574.2,0.1541
50054,574.2,0.1541
50060,574.2,0.1541
50066,574.2,0.1541
50072,574.2,0.1541
50078,574.2,0.1541
50084,574.2,0.1541
50091,574.2,0.1541
50097,574.2,0.1541
50103,574.2,0.1541
50110,574.2,0.1541
50116,574.2,0.1541
50122,574.2,0.1541
50129,574.2,0.1541
50136,574.2,0.1541
50143,574.2,0.1541
50150,574.2,0.1541
50157,574.2,0.1541
50163,574.2,0.1541
50169,574.2,0.1541
50175,574.2,0.1541
50181,574.2,0.1541
50187,574.2,0.1541
50194,574.2,0.1541
50200,574.2,0.1541
50207,574.2,0.1541
50214,574.2,0.1541
50221,574.2,0.1541
50228,574.2,0.1541
50235,574.2,0.1541
50242,574.2,0.1541
50249,574.2,0.1541
50256,574.2,0.1541
50263,574.2,0.1541
50270,574.2,0.1541
50277,574.2,0.1541
50284,574.2,0.1541
50291,574.2,0.1541
50298,574.2,0.1541
50305,574.2,0.1541
50312,574.2,0.1541
50319,574.2,0.1541
50326,574.2,0.1541
50333,574.2,0.1541
50340,574.2,0.1541
50347,574.2,0.1541
50353,574.2,0.1541
50359,574.2,0.1541
50365,574.2,0.1541
50371,574.2,0.1541
50377,574.2,0.1541
50383,574.2,0.1541
50389,574.2,0.1541
50395,574.2,0.1541
50401,574.2,0.1541
50407,574.2,0.1541
50413,574.2,0.1541
50419,574.2,0.1541
50425,574.2,0.1541
50431,574.2,0.1541
50437,574.2,0.1541
50443,574.2,0.1541
50449,574.2,0.1541
50455,574.2,0.1541
50461,574.2,0.1541
50467,574.2,0.1541
50473,574.2,0.1541
50479,574.2,0.1541
50485,574.2,0.1541
50491,574.2,0.1541
50497,574.2,0.1541
50503,574.2,0.1541
50509,574.2,0.1541
50515,574.2,0.1541
50521,574.2,0.1541
50527,574.2,0.1541
50533,574.2,0.1541
50539,574.2,0.1541
50545,574.2,0.1541
50551,574.2,0.1541
50557,574.2,0.1541
50563,574.2,0.1541
50569,574.2,0.1541
50575,574.2,0.1541
50581,574.2,0.1541
50587,574.2,0.1541
50593,574.2,0.1541
50599,574.2,0.1541
50605,574.2,0.1541
50611,574.2,0.1541
50617,574.2,0.1541
50623,574.2,0.1541
50629,574.2,0.1541
50635,574.2,0.1541
50641,574.2,0.1541
50647,574.2,0.1541
50653,574.2,0.1541
50659,574.2,0.1541
50665,574.2,0.1541
50671,574.2,0.1541
50677,574.2,0.1541
50683,574.2,0.1541
50689,574.2,0.1541
50695,574.2,0.1541
50701,574.2,0.1541
50707,574.2,0.1541
50713,574.2,0.1541
50719,574.2,0.1541
50725,574.2,0.1541
50731,574.2,0.1541
50737,574.2,0.1541
50743,574.2,0.1541
50749,574.2,0.1541
50755,574.2,0.1541
50761,574.2,0.1541
50767,574.2,0.1541
50773,574.2,0.1541
50779,574.2,0.1541
50785,574.2,0.1541
50791,574.2,0.1541
50797,574.2,0.1541
50803,574.2,0.1541
50809,574.2,0.1541
50815,574.2,0.1541
50821,574.2,0.1541
50827,574.2,0.1541
50833,574.2,0.1541
50839,574.2,0.1541
50845,574.2,0.1541
50851,574.2,0.1541
50857,574.2,0.1541
50863,574.2,0.1541
50869,574.2,0.1541
50875,574.2,0.1541
50881,574.2,0.1541
50887,574.2,0.1541
50893,574.2,0.1541
50899,574.2,0.1541
50905,574.2,0.1541
50911,574.2,0.1541
50917,574.2,0.1541
50923,574.2,0.1541
50929,574.2,0.1541
50935,574.2,0.1541
50941,574.2,0.1541
50947,574.2,0.1541
50953,574.2,0.1541
50959,574.2,0.1541
50965,574.2,0.1541
50971,574.2,0.1541
50977,574.2,0.1541
50983,574.2,0.1541
50989,574.2,0.1541
50995,574.2,0.1541
59995,572.9,0.1275
60000,572.9,0.1275
60005,572.9,0.1275
60011,572.9,0.1275
60017,572.9,0.1275
60023,572.9,0.1275
60029,572.9,0.1275
60035,572.9,0.1275
60041,572.9,0.1275
60047,572.9,0.1275
60053,572.9,0.1275
60059,572.9,0.1275
60065,572.9,0.1275
60071,572.9,0.1275
60077,572.9,0.1275
60083,572.9,0.1275
60089,572.9,0.1275
60095,572.9,0.1275
60101,572.9,0.1275
60107,572.9,0.1275
60113,572.9,0.1275
60119,572.9,0.1275
60125,572.9,0.1275
60131,572.9,0.1275
60137,572.9,0.1275
60143,572.9,0.1275
60149,572.9,0.1275
60155,572.9,0.1275
60161,572.9,0.1275
60167,572.9,0.1275
60173,572.9,0.1275
60179,572.9,0.1275
60185,572.9,0.1275
60191,572.9,0.1275
60197,572.9,0.1275
60203,572.9,0.1275
60209,572.9,0.1275
60215,572.9,0.1275
60221,572.9,0.1275
60227,572.9,0.1275
60233,572.9,0.1275
60239,572.9,0.1275
60245,572.9,0.1275
60251,572.9,0.1275
60257,572.9,0.1275
60263,572.9,0.1275
60269,572.9,0.1275
60275,572.9,0.1275
60281,572.9,0.1275
60287,572.9,0.1275
60293,572.9,0.1275
60299,572.9,0.1275
60305,572.9,0.1275
60311,572.9,0.1275
60317,572.9,0.1275
60323,572.9,0.1275
60329,572.9,0.1275
60335,572.9,0.1275
60341,572.9,0.1275
60347,572.9,0.1275
60353,572.9,0.1275
60359,572.9,0.1275
60365,572.9,0.1275
60371,572.9,0.1275
60377,572.9,0.1275
60383,572.9,0.1275
60390,572.9,0.1275
60397,572.9,0.1275
60404,572.9,0.1275
60411,572.9,0.1275
60418,572.9,0.1275
60425,572.9,0.1275
60432,572.9,0.1275
60439,572.9,0.1275
60446,572.9,0.1275
60453,572.9,0.1275
60460,572.9,0.1275
60467,572.9,0.1275
60474,572.9,0.1275
60481,572.9,0.1275
60488,572.9,0.1275
60495,572.9,0.1275
60501,572.9,0.1275
60507,572.9,0.1275
60513,572.9,0.1275
60519,572.9,0.1275
60525,572.9,0.1275
60532,572.9,0.1275
60539,572.9,0.1275
60546,572.9,0.1275
60553,572.9,0.1275
60560,572.9,0.1275
60567,572.9,0.1275
60574,572.9,0.1275
60581,572.9,0.1275
60588,572.9,0.1275
60595,572.9,0.1275
60602,572.9,0.1275
60609,572.9,0.1275
60616,572.9,0.1275
60623,572.9,0.1275
60630,572.9,0.1275
60637,572.9,0.1275
60644,572.9,0.1275
60651,572.9,0.1275
60658,572.9,0.1275
60665,572.9,0.1275
60672,572.9,0.1275
60679,572.9,0.1275
60685,572.9,0.1275
60692,572.9,0.1275
60699,572.9,0.1275
60706,572.9,0.1275
60713,572.9,0.1275
60720,572.9,0.1275
60727,572.9,0.1275
60734,572.9,0.1275
60741,572.9,0.1275
60748,572.9,0.1275
60755,572.9,0.1275
60762,572.9,0.1275
60769,572.9,0.1275
60776,572.9,0.1275
60782,572.9,0.1275
60788,572.9,0.1275
60794,572.9,0.1275
60801,572.9,0.1275
60808,572.9,0.1275
60815,572.9,0.1275
60822,572.9,0.1275
60829,572.9,0.1275
60836,572.9,0.1275
60843,572.9,0.1275
60850,572.9,0.1275
60857,572.9,0.1275
60864,572.9,0.1275
60871,572.9,0.1275
60878,572.9,0.1275
60885,572.9,0.1275
60892,572.9,0.1275
60898,572.9,0.1275
60904,572.9,0.1275
60910,572.9,0.1275
60917,572.9,0.1275
60924,572.9,0.1275
60931,572.9,0.1275
60937,572.9,0.1275
60943,572.9,0.1275
60950,572.9,0.1275
60956,572.9,0.1275
60963,572.9,0.1275
60970,572.9,0.1275
60977,572.9,0.1275
60983,572.9,0.1275
60990,572.9,0.1275
60996,572.9,0.1275
69999,604.2,0.259
70005,604.2,0.259
70012,604.2,0.259
70018,604.2,0.259
70024,604.2,0.259
70030,604.2,0.259
70036,604.2,0.259
70042,604.2,0.259
70049,604.2,0.259
70056,604.2,0.259
70063,604.2,0.259
70070,604.2,0.259
70076,604.2,0.259
70082,604.2,0.259
70088,604.2,0.259
70095,604.2,0.259
70102,604.2,0.259
70109,604.2,0.259
70116,604.2,0.259
70123,604.2,0.259
70130,604.2,0.259
70137,604.2,0.259
70144,604.2,0.259
70151,604.2,0.259
70158,604.2,0.259
70165,604.2,0.259
70172,604.2,0.259
70179,604.2,0.259
70186,604.2,0.259
70192,604.2,0.259
70198,604.2,0.259
70204,604.2,0.259
70211,604.2,0.259
70218,604.2,0.259
70225,604.2,0.259
70232,604.2,0.259
70239,604.2,0.259
70246,604.2,0.259
70253,604.2,0.259
70260,604.2,0.259
70266,604.2,0.259
70272,604.2,0.259
70279,604.2,0.259
70285,604.2,0.259
70291,604.2,0.259
70297,604.2,0.259
70303,604.2,0.259
70309,604.2,0.259
70315,604.2,0.259
70321,604.2,0.259
70327,604.2,0.259
70333,604.2,0.259
70339,604.2,0.259
70345,604.2,0.259
70351,604.2,0.259
70357,604.2,0.259
70363,604.2,0.259
70369,604.2,0.259
70375,604.2,0.259
70381,604.2,0.259
70387,604.2,0.259
70393,604.2,0.259
70399,604.2,0.259
70405,604.2,0.259
70411,604.2,0.259
70417,604.2,0.259
70424,604.2,0.259
70431,604.2,0.259
70438,604.2,0.259
70445,604.2,0.259
70451,604.2,0.259
70457,604.2,0.259
70464,604.2,0.259
70471,604.2,0.259
70478,604.2,0.259
70485,604.2,0.259
70491,604.2,0.259
70498,604.2,0.259
70505,604.2,0.259
70512,604.2,0.259
70519,604.2,0.259
70526,604.2,0.259
70533,604.2,0.259
70540,604.2,0.259
70547,604.2,0.259
70553,604.2,0.259
70560,604.2,0.259
70567,604.2,0.259
70574,604.2,0.259
70581,604.2,0.259
70588,604.2,0.259
70595,604.2,0.259
70602,604.2,0.259
70609,604.2,0.259
70616,604.2,0.259
70623,604.2,0.259
70630,604.2,0.259
70637,604.2,0.259
70644,604.2,0.259
70651,604.2,0.259
70658,604.2,0.259
70665,604.2,0.259
70672,604.2,0.259
70679,604.2,0.259
70686,604.2,0.259
70693,604.2,0.259
70700,604.2,0.259
70707,604.2,0.259
70714,604.2,0.259
70721,604.2,0.259
70728,604.2,0.259
70735,604.2,0.259
70742,604.2,0.259
70749,604.2,0.259
70756,604.2,0.259
70763,604.2,0.259
70769,604.2,0.259
70775,604.2,0.259
70781,604.2,0.259
70787,604.2,0.259
70794,604.2,0.259
70801,604.2,0.259
70808,604.2,0.259
70815,604.2,0.259
70822,604.2,0.259
70829,604.2,0.259
70836,604.2,0.259
70843,604.2,0.259
70850,604.2,0.259
70857,604.2,0.259
70864,604.2,0.259
70871,604.2,0.259
70878,604.2,0.259
70885,604.2,0.259
70892,604.2,0.259
70899,604.2,0.259
70906,604.2,0.259
70913,604.2,0.259
70920,604.2,0.259
70927,604.2,0.259
70934,604.2,0.259
70941,604.2,0.259
70948,604.2,0.259
70955,604.2,0.259
70962,604.2,0.259
70969,604.2,0.259
70976,604.2,0.259
70983,604.2,0.259
70990,604.2,0.259
70997,604.2,0.259
79999,599.0,0.3214
80005,599.0,0.3214
80011,599.0,0.3214
80017,599.0,0.3214
80023,599.0,0.3214
80029,599.0,0.3214
80035,599.0,0.3214
80041,599.0,0.3214
80047,599.0,0.3214
80053,599.0,0.3214
80059,599.0,0.3214
80065,599.0,0.3214
80071,599.0,0.3214
80077,599.0,0.3214
80083,599.0,0.3214
80089,599.0,0.3214
80095,599.0,0.3214
80101,599.0,0.3214
80108,599.0,0.3214
80115,599.0,0.3214
80122,599.0,0.3214
80129,599.0,0.3214
80136,599.0,0.3214
80143,599.0,0.3214
80150,599.0,0.3214
80157,599.0,0.3214
80164,599.0,0.3214
80171,599.0,0.3214
80178,599.0,0.3214
80185,599.0,0.3214
80192,599.0,0.3214
80198,599.0,0.3214
80204,599.0,0.3214
80211,599.0,0.3214
80218,599.0,0.3214
80225,599.0,0.3214
80232,599.0,0.3214
80239,599.0,0.3214
80246,599.0,0.3214
80253,599.0,0.3214
